지점,일시,기온C,풍향deg,풍속ms,강수량mm,습도pct
763,2020-01-08 12:00,4.5,278.9,3.5,0,87.5
763,2020-01-08 13:00,4.5,267,3.8,0,90.1
763,2020-01-08 14:00,4.5,279.2,2.2,0,90.2
763,2020-01-08 15:00,4.3,266.7,2.4,0,89.5
763,2020-01-08 16:00,4.4,274.2,2.2,0,88.4
763,2020-01-08 17:00,3.9,272,2.7,0,91.2
763,2020-01-08 18:00,3.8,269.8,2.1,0,92.2
763,2020-01-08 19:00,3.8,274.8,2.7,0,90.3
763,2020-01-08 20:00,3.6,276.6,2.6,0,91.1
763,2020-01-08 21:00,3.6,285.8,2.4,0,84.5
763,2020-01-08 22:00,3.5,291.4,1.9,0,78.8
763,2020-01-08 23:00,3.1,333.9,.5,0,82
763,2020-01-09 00:00,3.1,0,.4,0,79.7
763,2020-01-09 01:00,2.2,0,0,0,92
763,2020-01-09 02:00,2.4,337.1,1.1,0,77
763,2020-01-09 03:00,1.7,350.6,.7,0,83
763,2020-01-09 04:00,1.9,324,.8,0,73.2
763,2020-01-09 05:00,1.5,0,.1,0,84.1
763,2020-01-09 06:00,.5,0,0,0,88.6
763,2020-01-09 07:00,-.8,0,0,0,95.5
763,2020-01-09 08:00,-1.5,0,.3,0,95.9
763,2020-01-09 09:00,-.3,0,0,0,93.6
763,2020-01-09 10:00,1.9,311.3,1.8,0,69.7
763,2020-01-09 11:00,2.3,297.2,2.2,0,68.1
763,2020-01-09 12:00,3.5,301.6,.8,0,67.5
763,2020-01-09 13:00,3.8,282,1.5,0,61.2
763,2020-01-09 14:00,4.3,347.3,1.8,0,57.8
763,2020-01-09 15:00,4.9,278,1.6,0,56.4
763,2020-01-09 16:00,4.5,288.8,.7,0,56.2
763,2020-01-09 17:00,4.1,273.8,1.8,0,63.9
763,2020-01-09 18:00,2.7,269.8,1.7,0,68.9
763,2020-01-09 19:00,.4,0,.2,0,84.7
763,2020-01-09 20:00,-.7,0,0,0,90.7
763,2020-01-09 21:00,-1.6,0,0,0,95.2
763,2020-01-09 22:00,-2.5,0,0,0,96.6
763,2020-01-09 23:00,-2.4,0,0,0,97.3
763,2020-01-10 00:00,-2.9,0,0,0,96.3
763,2020-01-10 01:00,-3.1,0,0,0,97.1
763,2020-01-10 02:00,-3.6,0,0,0,97.1
763,2020-01-10 03:00,-3.9,0,0,0,97.1
763,2020-01-10 04:00,-4.4,0,0,0,96.9
763,2020-01-10 05:00,-4.2,0,0,0,97.1
763,2020-01-10 06:00,-4.6,0,0,0,97.2
763,2020-01-10 07:00,-4.7,0,0,0,96.6
763,2020-01-10 08:00,-4.5,0,0,0,96.9
763,2020-01-10 09:00,-3.6,0,0,0,96.4
763,2020-01-10 10:00,-1.5,0,.2,0,91.6
763,2020-01-10 11:00,-.4,26.2,.9,0,84.4
763,2020-01-10 12:00,1.5,32.1,1.3,0,73
763,2020-01-10 13:00,3.5,19.5,1.5,0,63.9
763,2020-01-10 14:00,4.8,359.3,2.5,0,57
763,2020-01-10 15:00,5.1,323.1,1.6,0,43.2
763,2020-01-10 16:00,5.5,306.5,.8,0,45.7
763,2020-01-10 17:00,4.7,263.1,1.8,0,57.5
763,2020-01-10 18:00,2.6,260.1,1,0,69.7
763,2020-01-10 19:00,.4,0,.3,0,80.2
763,2020-01-10 20:00,-1,0,0,0,87.8
763,2020-01-10 21:00,-1.5,0,.2,0,91.8
763,2020-01-10 22:00,-2.2,0,0,0,94.8
763,2020-01-10 23:00,-2.6,0,0,0,95.4
763,2020-01-11 00:00,-2.5,0,0,0,93.5
763,2020-01-11 01:00,-2.7,0,0,0,92.9
763,2020-01-11 02:00,-2.6,0,0,0,94.3
763,2020-01-11 03:00,-3.2,0,0,0,94.5
763,2020-01-11 04:00,-3.4,0,0,0,95.3
763,2020-01-11 05:00,-3.8,0,0,0,95.9
763,2020-01-11 06:00,-2.3,0,.1,0,91.7
763,2020-01-11 07:00,-1.7,0,0,0,92
763,2020-01-11 08:00,-1.7,0,.3,0,91.5
763,2020-01-11 09:00,-1.5,274,.5,0,92.8
763,2020-01-11 10:00,0,33.9,.6,0,84.6
763,2020-01-11 11:00,2.4,25.4,1,0,75.9
763,2020-01-11 12:00,4.6,27.1,.8,0,65.9
763,2020-01-11 13:00,5.6,35.9,1.9,0,55.3
763,2020-01-11 14:00,5.7,358,1.4,0,58
763,2020-01-11 15:00,6.4,18,1.3,0,55.7
763,2020-01-11 16:00,6,0,.4,0,58
763,2020-01-11 17:00,5.7,252.2,.6,0,59.6
763,2020-01-11 18:00,4.9,331.8,1.3,0,55.6
763,2020-01-11 19:00,3.9,326.6,1.4,0,56.1
763,2020-01-11 20:00,2.7,336.9,1.7,0,52.5
763,2020-01-11 21:00,1.7,342.8,1.2,0,55.5
763,2020-01-11 22:00,.9,315.4,.7,0,64.8
763,2020-01-11 23:00,.4,0,0,0,73.2
763,2020-01-12 00:00,.4,0,.1,0,71.9
763,2020-01-12 01:00,.1,0,.1,0,80.9
763,2020-01-12 02:00,.3,0,0,0,75.9
763,2020-01-12 03:00,.1,0,0,0,78.2
763,2020-01-12 04:00,.1,0,.2,0,77.9
763,2020-01-12 05:00,-1.2,0,.1,0,87.1
763,2020-01-12 06:00,-1.9,0,0,0,91.9
763,2020-01-12 07:00,-1.9,0,0,0,91.8
763,2020-01-12 08:00,-1.2,0,.1,0,90.2
763,2020-01-12 09:00,0,0,0,0,87.1
763,2020-01-12 10:00,1.3,0,.2,0,68.2
763,2020-01-12 11:00,2.5,3.8,.5,0,63.5
763,2020-01-12 12:00,3.1,238.6,1.1,0,63.4
763,2020-01-12 13:00,3.7,275.1,3.9,0,63.3
763,2020-01-12 14:00,4,266.9,3.2,0,58.7
763,2020-01-12 15:00,4.2,272.4,4.2,0,54.7
763,2020-01-12 16:00,3.6,276.9,3.8,0,59.8
763,2020-01-12 17:00,2.9,300,2.4,0,58.9
763,2020-01-12 18:00,2.8,302.6,1.4,0,62.1
763,2020-01-12 19:00,2.4,292.1,.6,0,66.7
763,2020-01-12 20:00,2.5,269.1,.8,0,64.7
763,2020-01-12 21:00,2.5,279.3,2.6,0,67.1
763,2020-01-12 22:00,1.8,12.8,.8,0,70.7
763,2020-01-12 23:00,1.6,0,0,0,72.4
763,2020-01-13 00:00,1.3,0,0,0,75.9
763,2020-01-13 01:00,1.2,0,.1,0,77.7
763,2020-01-13 02:00,.9,0,0,0,79.8
763,2020-01-13 03:00,1.1,0,.4,0,80.4
763,2020-01-13 04:00,1.4,0,.4,0,75
763,2020-01-13 05:00,1.4,0,.3,0,76.2
763,2020-01-13 06:00,1.9,270.7,1.4,0,69.2
763,2020-01-13 07:00,1.8,293.5,2.7,0,72.1
763,2020-01-13 08:00,.9,0,.2,0,85.6
763,2020-01-13 09:00,2,278,2.4,0,75.7
763,2020-01-13 10:00,1.1,5.1,.9,0,87.8
763,2020-01-13 11:00,2.1,303.5,1.8,0,70.8
763,2020-01-13 12:00,2.8,311.5,2.7,0,60.8
763,2020-01-13 13:00,2.9,284.4,4.4,0,56.6
763,2020-01-13 14:00,2.7,319.3,2.6,0,52.6
763,2020-01-13 15:00,3,276.6,3.2,0,50.9
763,2020-01-13 16:00,2.9,339.2,1.8,0,48.1
763,2020-01-13 17:00,1.9,340.9,1.3,0,49.1
763,2020-01-13 18:00,.1,336.7,.8,0,58.6
763,2020-01-13 19:00,-1.7,0,.1,0,71.2
763,2020-01-13 20:00,-2.9,95.3,.6,0,76
763,2020-01-13 21:00,-3.4,0,.1,0,81.5
763,2020-01-13 22:00,-2.7,0,0,0,70.4
763,2020-01-13 23:00,-3.7,0,.1,0,82.8
763,2020-01-14 00:00,-2.1,135.5,.5,0,69.3
763,2020-01-14 01:00,-2.3,0,0,0,81.7
763,2020-01-14 02:00,-1.3,0,.2,0,71
763,2020-01-14 03:00,-1.6,0,.2,0,76.4
763,2020-01-14 04:00,-1.7,0,0,0,78.1
763,2020-01-14 05:00,-2.2,0,.2,0,85.2
763,2020-01-14 06:00,-2.6,0,.3,0,87.2
763,2020-01-14 07:00,-2.5,0,.2,0,85.1
763,2020-01-14 08:00,-3.4,274.3,.5,0,90.4
763,2020-01-14 09:00,-2,259.6,.5,0,84.2
763,2020-01-14 10:00,-.8,88.6,1,0,73.1
763,2020-01-14 11:00,1.3,285.8,.9,0,64
763,2020-01-14 12:00,2.8,4.9,2,0,55.1
763,2020-01-14 13:00,3.5,359.8,2.1,0,49.4
763,2020-01-14 14:00,4.2,341,1.9,0,47.7
763,2020-01-14 15:00,4.4,7.7,1.9,0,48.7
763,2020-01-14 16:00,3.9,345,.7,0,50.2
763,2020-01-14 17:00,3.2,284.2,1.6,0,58.2
763,2020-01-14 18:00,1.4,0,.4,0,70.1
763,2020-01-14 19:00,.8,0,0,0,73.2
763,2020-01-14 20:00,1.3,347.9,.7,0,69.2
763,2020-01-14 21:00,.5,0,.3,0,74
763,2020-01-14 22:00,.2,345.3,.9,0,70.3
763,2020-01-14 23:00,-2,0,.4,0,82.6
763,2020-01-15 00:00,-2.5,0,.3,0,87.2
763,2020-01-15 01:00,-2.5,0,.2,0,86.5
763,2020-01-15 02:00,-3.7,0,.1,0,88.6
763,2020-01-15 03:00,-4.1,0,.2,0,88.5
763,2020-01-15 04:00,-4.3,0,0,0,89.9
763,2020-01-15 05:00,-3.8,0,.2,0,89.9
763,2020-01-15 06:00,-3.1,0,.2,0,89.3
763,2020-01-15 07:00,-2.7,0,0,0,87.8
763,2020-01-15 08:00,-4.1,0,0,0,94.3
763,2020-01-15 09:00,-2.2,0,0,0,88.7
763,2020-01-15 10:00,-.1,37.6,1.1,0,67.6
763,2020-01-15 11:00,.6,23.5,2.1,0,62
763,2020-01-15 12:00,1.5,2.1,1.7,0,59.3
763,2020-01-15 13:00,2,359.1,1.3,0,56.5
763,2020-01-15 14:00,3.1,352.3,1.9,0,52.9
763,2020-01-15 15:00,2.6,3.2,1.5,0,49.7
763,2020-01-15 16:00,3.5,357.2,1.2,0,46.8
763,2020-01-15 17:00,2.5,350,1.4,0,51.3
763,2020-01-15 18:00,.9,331,1,0,58.3
763,2020-01-15 19:00,-.6,325.5,1.2,0,68.5
763,2020-01-15 20:00,-2.6,0,.1,0,80.7
763,2020-01-15 21:00,-2.6,0,0,0,81.3
763,2020-01-15 22:00,-3,0,0,0,82.8
763,2020-01-15 23:00,-3.3,0,0,0,85.9
763,2020-01-16 00:00,-4.1,0,0,0,88.4
763,2020-01-16 01:00,-4.2,0,.1,0,88
763,2020-01-16 02:00,-5,0,0,0,90.3
763,2020-01-16 03:00,-5.1,0,0,0,91.2
763,2020-01-16 04:00,-4.7,0,0,0,91
763,2020-01-16 05:00,-4.5,0,0,0,89.5
763,2020-01-16 06:00,-4.7,0,0,0,91.7
763,2020-01-16 07:00,-5,0,0,0,93.7
763,2020-01-16 08:00,-4.3,0,.2,0,90.2
763,2020-01-16 09:00,-2.9,0,.1,0,83.6
763,2020-01-16 10:00,-1.8,10.6,.7,0,80
763,2020-01-16 11:00,1.1,17.2,1.4,0,60.6
763,2020-01-16 12:00,2.2,1.7,2.2,0,51.3
763,2020-01-16 13:00,2.3,342.2,1.7,0,44.6
763,2020-01-16 14:00,3.5,359.6,2.4,0,37.9
763,2020-01-16 15:00,4.2,7.8,2.5,0,32.5
763,2020-01-16 16:00,4.3,351.7,1.7,0,31.8
763,2020-01-16 17:00,3.7,329.4,1.2,0,35.7
763,2020-01-16 18:00,.7,0,0,0,53
763,2020-01-16 19:00,.7,95.2,.8,0,49.3
763,2020-01-16 20:00,-.2,0,.2,0,56.4
763,2020-01-16 21:00,-.4,0,.1,0,51.2
763,2020-01-16 22:00,-.7,318.6,.7,0,54.6
763,2020-01-16 23:00,-1.4,0,.1,0,58.8
763,2020-01-17 00:00,-1.5,0,.4,0,61.4
763,2020-01-17 01:00,-2.9,0,0,0,78.9
763,2020-01-17 02:00,-2.9,0,.1,0,77.9
763,2020-01-17 03:00,-2.4,0,0,0,75.1
763,2020-01-17 04:00,-2.4,0,0,0,73.9
763,2020-01-17 05:00,-2.7,0,0,0,76.6
763,2020-01-17 06:00,-3.4,0,0,0,80.2
763,2020-01-17 07:00,-3.2,0,0,0,81.1
763,2020-01-17 08:00,-3.4,0,0,0,82.6
763,2020-01-17 09:00,-2.2,0,0,0,80.2
763,2020-01-17 10:00,-.6,334.6,.7,0,66.3
763,2020-01-17 11:00,1.1,8.6,.9,0,57.3
763,2020-01-17 12:00,2.4,35.2,1.2,0,47.8
763,2020-01-17 13:00,3.3,18.1,1.7,0,42
763,2020-01-17 14:00,4.5,21,1.3,0,39.4
763,2020-01-17 15:00,4.5,337.7,1.5,0,36
763,2020-01-17 16:00,4.8,309.4,1.2,0,33.9
763,2020-01-17 17:00,4.2,0,.3,0,37.3
763,2020-01-17 18:00,.7,0,.1,0,53.4
763,2020-01-17 19:00,-1.3,0,0,0,65.2
763,2020-01-17 20:00,-2.5,0,.1,0,70.1
763,2020-01-17 21:00,-2.7,0,.1,0,78.2
763,2020-01-17 22:00,-3.4,0,0,0,82.2
763,2020-01-17 23:00,-4.3,0,.2,0,85.6
763,2020-01-18 00:00,-4.5,0,.3,0,88.6
763,2020-01-18 01:00,-4.7,0,.1,0,84.8
763,2020-01-18 02:00,-4.6,0,.3,0,86.9
763,2020-01-18 03:00,-5.5,0,.2,0,87.6
763,2020-01-18 04:00,-5.6,0,0,0,89.1
763,2020-01-18 05:00,-5.9,0,0,0,90.8
763,2020-01-18 06:00,-5.6,0,.1,0,92.4
763,2020-01-18 07:00,-5.5,0,0,0,90
763,2020-01-18 08:00,-6.4,0,.2,0,92.7
763,2020-01-18 09:00,-4.3,0,0,0,89.3
763,2020-01-18 10:00,-1.2,0,.4,0,75.1
763,2020-01-18 11:00,1.7,18.1,.7,0,65.4
763,2020-01-18 12:00,3.3,333,1.3,0,49.6
763,2020-01-18 13:00,4.4,20.4,1.2,0,44
763,2020-01-18 14:00,5.1,253.3,1.3,0,42
763,2020-01-18 15:00,5.7,263.5,1.5,0,35.8
763,2020-01-18 16:00,6.2,224.6,1.2,0,36.6
763,2020-01-18 17:00,5.5,237.1,1.6,0,48.7
763,2020-01-18 18:00,3.7,233.9,1.2,0,60.3
763,2020-01-18 19:00,2.2,258.1,.6,0,64.9
763,2020-01-18 20:00,-.9,0,0,0,79.6
763,2020-01-18 21:00,-2,0,.2,0,85.7
763,2020-01-18 22:00,-1.8,0,.4,0,81.7
763,2020-01-18 23:00,-2.2,0,.3,0,84.4
763,2020-01-19 00:00,-2.4,0,.2,0,85.7
763,2020-01-19 01:00,-3,0,0,0,90.2
763,2020-01-19 02:00,-3.2,0,.1,0,92.9
763,2020-01-19 03:00,-2.6,0,0,0,91.4
763,2020-01-19 04:00,-2,0,.2,0,89.8
763,2020-01-19 05:00,-1.3,4.4,.7,0,90.5
763,2020-01-19 06:00,-1.3,0,.2,0,90.9
763,2020-01-19 07:00,-1.1,0,.1,0,93
763,2020-01-19 08:00,2.5,167.1,1.3,0,71.8
763,2020-01-19 09:00,-.1,12.9,1.4,0,89.2
763,2020-01-19 10:00,4.1,214,1.1,0,68
763,2020-01-19 11:00,5.7,204.4,.9,0,62.7
763,2020-01-19 12:00,5.6,199.6,1,0,64.1
763,2020-01-19 13:00,7.5,228.9,1.7,0,57.7
763,2020-01-19 14:00,8,262.4,4.3,0,53.9
763,2020-01-19 15:00,7.3,272.5,5,0,56.7
763,2020-01-19 16:00,6.9,273.9,4.5,0,54.7
763,2020-01-19 17:00,6,269.5,2.8,0,59.1
763,2020-01-19 18:00,4.8,267,1.8,0,63.2
763,2020-01-19 19:00,4,242.5,1.2,0,67.7
763,2020-01-19 20:00,3.1,220.2,.6,0,69.8
763,2020-01-19 21:00,3.2,221.8,.9,0,66.3
763,2020-01-19 22:00,2.7,0,.2,0,68.5
763,2020-01-19 23:00,.5,0,.2,0,79.2
763,2020-01-20 00:00,.2,0,.3,0,83
763,2020-01-20 01:00,1.2,0,.4,0,80.8
763,2020-01-20 02:00,1.3,0,.1,0,80.1
763,2020-01-20 03:00,1.4,0,.3,0,79.5
763,2020-01-20 04:00,-.8,0,.3,0,87.2
763,2020-01-20 05:00,-.5,0,.1,0,85
763,2020-01-20 06:00,.5,0,.1,0,81.7
763,2020-01-20 07:00,.1,0,.2,0,83.5
763,2020-01-20 08:00,-.9,0,0,0,88.9
763,2020-01-20 09:00,1.1,286.4,1.5,0,84.3
763,2020-01-20 10:00,2.1,0,.1,0,80
763,2020-01-20 11:00,5.7,305.8,1.7,0,55.1
763,2020-01-20 12:00,5.8,288.1,2.9,0,46.9
763,2020-01-20 13:00,6.7,292.3,3.6,0,37.5
763,2020-01-20 14:00,6.5,284.2,5.3,0,41.2
763,2020-01-20 15:00,6.8,286.1,5.1,0,44.1
763,2020-01-20 16:00,6.4,286.8,3.8,0,48.5
763,2020-01-20 17:00,5,276,3.3,0,63
763,2020-01-20 18:00,4.7,279.5,3.1,0,66
763,2020-01-20 19:00,3.7,295.5,1.1,0,73.8
763,2020-01-20 20:00,1.4,293.5,.6,0,81.9
763,2020-01-20 21:00,-1.1,295.3,.7,0,89
763,2020-01-20 22:00,-2.2,0,.3,0,88.7
763,2020-01-20 23:00,-1.8,0,.3,0,80.8
763,2020-01-21 00:00,-.1,332.3,1.6,0,59.8
763,2020-01-21 01:00,-2.8,17,.8,0,73.5
763,2020-01-21 02:00,-3.9,0,.1,0,79.5
